nom du vin;vintage;appelation;couleur;ID_wine;ID_Item;prix;occasion de degust;food_pairing;food_pairing_french;gws
Lalande Borie;2013;Saint Julien;Red;1765;1765-2013;23;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,93
Gazin Rocquencourt;2012;Pessac Leognan;Red;1555;1555-2012;23;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,04
Marquis de Calon;2012;Saint Estephe;Red;1863;1863-2012;23,1;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,03
Charmes de Kirwan;2010;Margaux;Red;1318;1318-2010;23,32;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,95
Doisy Vedrines;2010;Sauternes;Sweet;1469;1469-2010;23,45;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;92,54
Bouscaut;2013;Pessac Leognan;Red;1247;1247-2013;23,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,35
Joanin Becot;2010;Cotes de Castillon;Red;1656;1656-2010;23,58;diner, dejeuner, cadeau;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,74
Poujeaux;2008;Moulis en Medoc;Red;1993;1993-2008;23,92;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,4
Doisy Vedrines;2007;Sauternes;Sweet;1469;1469-2007;23,93;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;92,16
La Fleur de Bouard;2013;Lalande de Pomerol;Red;1682;1682-2013;23,95;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,2
Grand Corbin;2011;Saint Emilion;Red;1570;1570-2011;24;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,77
Caillou Blanc de Talbot;2013;Saint Julien;White;1274;1274-2013;24,02;Aperitif, diner, dejeuner, cadeau;Pork, Vegetarian, Poultry, Apertizers and snacks,  Lean fish;Porc, Vegetarien, Poulet, Amuse gueule et aperitifs,  Poisson maigre;86,47
La Fleur de Bouard;2015;Lalande de Pomerol;Red;1682;1682-2015;24,2;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,91
Goulee;2005;Medoc;Red;1564;1564-2005;24,23;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,89
Brillette;2009;Moulis en Medoc;Red;1257;1257-2009;24,25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,27
Brillette;2009;Moulis en Medoc;Red;1257;1257-2009;24,25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,27
Rocher Bellevue Figeac;2005;Saint Emilion;Red;2550;2550-2005;24,25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,19
Lalande Borie;2011;Saint Julien;Red;1765;1765-2011;24,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,99
Goulee;2007;Medoc;Red;1564;1564-2007;24,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,04
Segla;2012;Margaux;Red;2069;2069-2012;24,55;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,02
Clos Rene;2012;Pomerol;Red;1381;1381-2012;24,75;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,86
Doisy Vedrines;2009;Sauternes;Sweet;1469;1469-2009;24,75;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;92,37
Hospitalet de Gazin;2010;Pomerol;Red;1646;1646-2010;24,89;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,86
Paveil de Luze;2005;Margaux;Red;1942;1942-2005;25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,59
Paveil de Luze;2006;Margaux;Red;1942;1942-2006;25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,19
Corbin;2013;Saint Emilion;Red;1389;1389-2013;25;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,18
Parde de Haut Bailly;2012;Pessac Leognan;Red;1936;1936-2012;25,17;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,48
Segla;2006;Margaux;Red;2069;2069-2006;25,24;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,85
Grand Corbin Despagne;2000;Saint Emilion;Red;1571;1571-2000;25,36;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,62
Doisy Vedrines;2003;Sauternes;Sweet;1469;1469-2003;25,36;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;90,05
Bernadotte;2000;Haut Medoc;Red;1229;1229-2000;25,56;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,16
Aiguilhe;2007;Cotes de Castillon;Red;1163;1163-2007;25,6;diner, dejeuner, cadeau;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,63
Corbin;2015;Saint Emilion;Red;1389;1389-2015;25,6;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,54
Marquis de Calon;2010;Saint Estephe;Red;1863;1863-2010;25,68;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,8
Bernadotte;2003;Haut Medoc;Red;1229;1229-2003;25,8;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,14
Cote de Baleau;2011;Saint Emilion;Red;2253;2253-2011;25,8;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,21
Rol Valentin;2009;Saint Emilion;Red;2037;2037-2009;25,84;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,19
Segla;2009;Margaux;Red;2069;2069-2009;25,84;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,58
Clarke;2008;Listrac Medoc;Red;1340;1340-2008;25,87;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,06
Desmirail;2013;Margaux;Red;1930;1930-2013;25,95;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;83,96
BriO de Cantenac Brown;2012;Margaux;Red;1258;1258-2012;26;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,4
Aiguilhe;2011;Cotes de Castillon;Red;1163;1163-2011;26;diner, dejeuner, cadeau;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;88,5
Meyney;2013;Saint Estephe;Red;1874;1874-2013;26;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,21
Meyney;2001;Saint Estephe;Red;1874;1874-2001;26,09;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,23
Rayne Vigneau;2003;Sauternes;Sweet;2017;2017-2003;26,21;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;90,33
La Fleur de Bouard;2012;Lalande de Pomerol;Red;1682;1682-2012;26,22;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,77
La Tour Carnet;2003;Haut Medoc;Red;1812;1812-2003;26,33;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,46
Meyney;2003;Saint Estephe;Red;1874;1874-2003;26,33;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,74
Bastor Lamontagne;2012;Sauternes;Sweet;1197;1197-2012;26,33;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;84,26
Meyney;2012;Saint Estephe;Red;1874;1874-2012;26,39;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,79
Meyney;2012;Saint Estephe;Red;1874;1874-2012;26,39;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,79
Fourcas Hosten;2010;Listrac Medoc;Red;1540;1540-2010;26,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,17
La Tour du Pin Figeac;2009;Saint Emilion;Red;1740;1740-2009;26,7;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,53
Bastor Lamontagne;2011;Sauternes;Sweet;1197;1197-2011;26,75;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;88,93
Grand Corbin Despagne;2012;Saint Emilion;Red;1571;1571-2012;26,86;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,01
Clos de Salles;2012;Pomerol;Red;1357;1357-2012;26,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,19
Bastor Lamontagne;2009;Sauternes;Sweet;1197;1197-2009;26,93;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;88,68
Camensac;2009;Haut Medoc;Red;1231;1231-2009;26,98;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,59
Desmirail;2014;Margaux;Red;1930;1930-2014;26,99;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,41
Bastor Lamontagne;2008;Sauternes;Sweet;1197;1197-2008;27;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;86,24
Bouscaut;2012;Pessac Leognan;Red;1247;1247-2012;27,08;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,67
Amiral de Beychevelle;2011;Saint Julien;Red;1168;1168-2011;27,13;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,57
Amiral de Beychevelle;2012;Saint Julien;Red;1168;1168-2012;27,13;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,69
Connetable de Talbot;2012;Saint Julien;Red;1388;1388-2012;27,22;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,8
Haut Bages Liberal;2008;Pauillac;Red;1391;1391-2008;27,28;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,79
Segla;2010;Margaux;Red;2069;2069-2010;27,38;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,09
Rouget;2012;Pomerol;Red;2049;2049-2012;27,39;diner, dejeuner, cadeau;Beef, Veal, Game (deer, venison), Poultry;Boeuf, Veau, Gibier (cerf, chevreuil), Poulet;90,06
Senejac;2005;Haut Medoc;Red;2073;2073-2005;27,42;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,09
Parde de Haut Bailly;2010;Pessac Leognan;Red;1936;1936-2010;27,53;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87
Corbin;2012;Saint Emilion;Red;1389;1389-2012;27,58;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,03
Corbin;2012;Saint Emilion;Red;1389;1389-2012;27,58;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,03
Lanessan;2005;Haut Medoc;Red;1777;1777-2005;27,6;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89
Doisy Vedrines;2015;Sauternes;Sweet;1469;1469-2015;27,63;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;93,47
Tour Maillet;2008;Pomerol;Red;3161;3161-2008;27,75;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Grand Corbin;2012;Saint Emilion;Red;1570;1570-2012;27,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,32
Goulee;2010;Medoc;Red;1564;1564-2010;27,98;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,17
Haut Bages Liberal;2002;Pauillac;Red;1391;1391-2002;28,23;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,78
Moulin Saint Georges;2009;Saint Emilion;Red;1902;1902-2009;28,23;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;91,2
La Tour Blanche;2009;Sauternes;Sweet;1733;1733-2009;28,23;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;94,84
Grand Corbin Despagne;2011;Saint Emilion;Red;1571;1571-2011;28,37;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,31
Croizet Bages;2015;Pauillac;Red;1276;1276-2015;28,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,31
Couhins;2010;Pessac Leognan;Red;2783;2783-2010;28,55;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,38
Bouscaut;2000;Pessac Leognan;Red;1247;1247-2000;28,71;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,81
Petit Bocq;2005;Saint Estephe;Red;1957;1957-2005;28,71;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;83,55
Sociando Mallet;1997;Haut Medoc;Red;2085;2085-1997;28,83;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,08
de Sales;2009;Pomerol;Red;1451;1451-2009;28,83;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Rol Valentin;2004;Saint Emilion;Red;2037;2037-2004;28,83;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,38
La Fleur;2011;Saint Emilion;Red;4540;4540-2011;28,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,9
Desmirail;2012;Margaux;Red;1930;1930-2012;28,95;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,03
Olivier;2008;Pessac Leognan;Red;1920;1920-2008;28,97;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,33
Benjamin de Beauregard;2012;Pomerol;Red;1226;1226-2012;29;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,13
La Fleur;2012;Saint Emilion;Red;4540;4540-2012;29;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,95
Ferrand;2009;Saint Emilion;Red;1514;1514-2009;29;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,15
Bastor Lamontagne;2013;Sauternes;Sweet;1197;1197-2013;29;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;87,85
Raymond Lafon;2005;Sauternes;Sweet;2016;2016-2005;29,07;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;91,26
Fleur Cardinale;2006;Saint Emilion;Red;1522;1522-2006;29,19;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,37
Lanessan;2000;Haut Medoc;Red;1777;1777-2000;29,3;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
La Tour Carnet;2011;Haut Medoc;Red;1812;1812-2011;29,3;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,36
Moulin Saint Georges;2010;Saint Emilion;Red;1902;1902-2010;29,32;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,96
Poujeaux;2005;Moulis en Medoc;Red;1993;1993-2005;29,37;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,84
Quinault l'Enclos;2012;Saint Emilion;Red;2008;2008-2012;29,4;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,47
La Confession;2012;Saint Emilion;Red;1667;1667-2012;29,49;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,47
Fonbadet;2012;Pauillac;Red;1532;1532-2012;29,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,66
Fleur Cardinale;2007;Saint Emilion;Red;1522;1522-2007;29,67;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,73
de Pez;2008;Saint Estephe;Red;1450;1450-2008;29,8;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,79
Doisy Vedrines;2014;Sauternes;Sweet;1469;1469-2014;29,84;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;92,9
La Serre;2012;Saint Emilion;Red;1732;1732-2012;29,86;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,77
Bouscaut;2011;Pessac Leognan;Red;1247;1247-2011;29,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,43
Sanctus;2006;Saint Emilion;Red;2066;2066-2006;29,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
Quinault l'Enclos;2011;Saint Emilion;Red;2008;2008-2011;29,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,89
Clos de l'Oratoire;2008;Saint Emilion;Red;1356;1356-2008;29,95;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,55
Grand Corbin;2001;Saint Emilion;Red;1570;1570-2001;30;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,09
Dassault;2012;Saint Emilion;Red;1422;1422-2012;30,17;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,76
Raymond Lafon;2002;Sauternes;Sweet;2016;2016-2002;30,37;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;89,66
Phelan Segur;2002;Saint Estephe;Red;1973;1973-2002;30,45;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,96
La Serre;2008;Saint Emilion;Red;1732;1732-2008;30,71;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,14
Dame de Montrose;2011;Saint Estephe;Red;1415;1415-2011;30,9;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,36
Grand Corbin;2005;Saint Emilion;Red;1570;1570-2005;31;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
de Malle;2009;Sauternes;Sweet;1445;1445-2009;31;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;89,9
de Malle;2005;Sauternes;Sweet;1445;1445-2005;31,06;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;89,83
Lalande Borie;2008;Saint Julien;Red;1765;1765-2008;31,1;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,3
Lynch Moussas;2009;Pauillac;Red;1424;1424-2009;31,36;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,82
Meyney;2011;Saint Estephe;Red;1874;1874-2011;31,49;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,08
Lalande Borie;2005;Saint Julien;Red;1765;1765-2005;31,5;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,57
Beauregard;2014;Pomerol;Red;1206;1206-2014;31,53;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,46
Moulin Saint Georges;2003;Saint Emilion;Red;1902;1902-2003;31,58;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;92,54
de Fargues;2003;Sauternes;Sweet;1433;1433-2003;31,58;diner, dejeuner, cadeau;Fruity desserts, Blue cheese;desserts aux fruits, roquefort;93
Fourcas Hosten;2005;Listrac Medoc;Red;1540;1540-2005;31,6;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,09
Beauregard;2008;Pomerol;Red;1206;1206-2008;31,8;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,28
Quinault l'Enclos;2014;Saint Emilion;Red;2008;2008-2014;31,95;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,18
Bernadotte;2005;Haut Medoc;Red;1229;1229-2005;32;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,02
Haut Bages Liberal;2013;Pauillac;Red;1391;1391-2013;32;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;85,74
Tour Maillet;2000;Pomerol;Red;3161;3161-2000;32;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
de Sales;2010;Pomerol;Red;1451;1451-2010;32;diner, dejeuner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;86,67
